root,valency,tokens,first_consonant,vowel,articulation_place,varga_column,bonding_cluster
proccar,1,3,p,o,pavarga,C1 (unvoiced unaspirate),
puruṣāy,1,3,p,u,pavarga,C1 (unvoiced unaspirate),
puṣp,1,3,p,u,pavarga,C1 (unvoiced unaspirate),
rathary,1,3,r,a,semivowel,non-varga (semivowel),
rājāy,1,3,r,ā,semivowel,non-varga (semivowel),
samadhyās,1,3,s,a,sibilant,non-varga (sibilant),
samucchal,1,3,s,a,sibilant,non-varga (sibilant),
saniṣyad,1,3,s,a,sibilant,non-varga (sibilant),
stabhūy,1,3,s,a,sibilant,non-varga (sibilant),
sumnāy,1,3,s,u,sibilant,non-varga (sibilant),
svapnāy,1,3,s,a,sibilant,non-varga (sibilant),
sviṣṭakṛ,1,3,s,i,sibilant,non-varga (sibilant),
tvaṅg,1,3,t,a,tavarga,C1 (unvoiced unaspirate),
udbhā,1,3,—,u,vowel-initial,non-varga (vowel-initial),
udgal,1,3,—,u,vowel-initial,non-varga (vowel-initial),
udghaṭṭay,1,3,—,u,vowel-initial,non-varga (vowel-initial),
upapragrah,1,3,—,u,vowel-initial,non-varga (vowel-initial),
uperts,1,3,—,u,vowel-initial,non-varga (vowel-initial),
utpā,1,3,—,u,vowel-initial,non-varga (vowel-initial),
vevīy,1,3,v,e,semivowel,non-varga (semivowel),
vikṣālay,1,3,v,i,semivowel,non-varga (semivowel),
vilok,1,3,v,i,semivowel,non-varga (semivowel),
vinirbharts,1,3,v,i,semivowel,non-varga (semivowel),
viniṣkṛṣ,1,3,v,i,semivowel,non-varga (semivowel),
viniṣpad,1,3,v,i,semivowel,non-varga (semivowel),
visaṃhan,1,3,v,i,semivowel,non-varga (semivowel),
vyāyātay,1,3,v,ā,semivowel,non-varga (semivowel),
vīps,1,3,v,ī,semivowel,non-varga (semivowel),
ślathay,1,3,ś,a,sibilant,non-varga (sibilant),
śundhay,1,3,ś,u,sibilant,non-varga (sibilant),
ṣkuṣ,1,3,ṣ,u,sibilant,non-varga (sibilant),
ṣplāvay,1,3,ṣ,ā,sibilant,non-varga (sibilant),
ṣpṛ,1,3,ṣ,ṛ,sibilant,non-varga (sibilant),
abhiparyūh,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhipratye,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhipreray,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhiprārthay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhiprāvṛ,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃgup,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃhan,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃnī,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃstambh,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃsthāpay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃstu,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃtṛ,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃvye,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃvṛdh,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhivihan,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhivīkṣay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyadhiric,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyam,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyatirecay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyavanejay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyucchanday,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyuddiś,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyupasic,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyutkrāmay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
abhyākanikrad,1,2,—,a,vowel-initial,non-varga (vowel-initial),
adhikṛṣ,1,2,—,a,vowel-initial,non-varga (vowel-initial),
adhisaṃvas,1,2,—,a,vowel-initial,non-varga (vowel-initial),
adhvary,1,2,—,a,vowel-initial,non-varga (vowel-initial),
adhyavasāyay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
agghay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
alar,1,2,—,a,vowel-initial,non-varga (vowel-initial),
annīy,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuniveṣṭ,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuparikalpay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuparimṛj,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuproh,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuprās,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃdṛś,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃkhyāpay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃsparśay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃvid,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anusaṃvā,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuvardhay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anuvibhā,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anūdan,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anūdgā,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anūdvā,1,2,—,a,vowel-initial,non-varga (vowel-initial),
anūpadas,1,2,—,a,vowel-initial,non-varga (vowel-initial),
apajval,1,2,—,a,vowel-initial,non-varga (vowel-initial),
apapre,1,2,—,a,vowel-initial,non-varga (vowel-initial),
aparībhū,1,2,—,a,vowel-initial,non-varga (vowel-initial),
apej,1,2,—,a,vowel-initial,non-varga (vowel-initial),
apodūh,1,2,—,a,vowel-initial,non-varga (vowel-initial),
apyarjay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
apātī,1,2,—,a,vowel-initial,non-varga (vowel-initial),
atiji,1,2,—,a,vowel-initial,non-varga (vowel-initial),
atyarjay,1,2,—,a,vowel-initial,non-varga (vowel-initial),
atyākṛ,1,2,—,a,vowel-initial,non-varga (vowel-initial),
avoh,1,2,—,a,vowel-initial,non-varga (vowel-initial),
balīy,1,2,b,a,pavarga,C3 (voiced unaspirate),
baṃh,1,2,b,a,pavarga,C3 (voiced unaspirate),
baṃhay,1,2,b,a,pavarga,C3 (voiced unaspirate),
bhairavāy,1,2,bh,ai,pavarga,C4 (voiced aspirate),
bhaṇḍay,1,2,bh,a,pavarga,C4 (voiced aspirate),
bubhūrṣ,1,2,b,u,pavarga,C3 (voiced unaspirate),
būm,1,2,b,ū,pavarga,C3 (voiced unaspirate),
bṛhay,1,2,b,ṛ,pavarga,C3 (voiced unaspirate),
can,1,2,c,a,cavarga,C1 (unvoiced unaspirate),
carcar,1,2,c,a,cavarga,C1 (unvoiced unaspirate),
cichits,1,2,c,i,cavarga,C1 (unvoiced unaspirate),
cūṣay,1,2,c,ū,cavarga,C1 (unvoiced unaspirate),
dadhīy,1,2,d,a,tavarga,C3 (voiced unaspirate),
dhvasay,1,2,dh,a,tavarga,C4 (voiced aspirate),
dhīray,1,2,dh,ī,tavarga,C4 (voiced aspirate),
dhūrṇāpay,1,2,dh,ū,tavarga,C4 (voiced aspirate),
dodhav,1,2,d,o,tavarga,C3 (voiced unaspirate),
dudrukṣ,1,2,d,u,tavarga,C3 (voiced unaspirate),
duḥkh,1,2,d,u,tavarga,C3 (voiced unaspirate),
duḥkhay,1,2,d,u,tavarga,C3 (voiced unaspirate),
dvaṃdvībhū,1,2,d,a,tavarga,C3 (voiced unaspirate),
dveṣay,1,2,d,e,tavarga,C3 (voiced unaspirate),
heḍay,1,2,h,e,glottal,non-varga (glottal),
hikk,1,2,h,i,glottal,non-varga (glottal),
iṣaṇ,1,2,—,i,vowel-initial,non-varga (vowel-initial),
jijaniṣ,1,2,j,i,cavarga,C3 (voiced unaspirate),
jīvāpay,1,2,j,ī,cavarga,C3 (voiced unaspirate),
kalahāy,1,2,k,a,kavarga,C1 (unvoiced unaspirate),
kathāpay,1,2,k,a,kavarga,C1 (unvoiced unaspirate),
khal,1,2,kh,a,kavarga,C2 (unvoiced aspirate),
khaṇakhaṇāy,1,2,kh,a,kavarga,C2 (unvoiced aspirate),
klībay,1,2,k,ī,kavarga,C1 (unvoiced unaspirate),
kratūy,1,2,k,a,kavarga,C1 (unvoiced unaspirate),
kvaṇay,1,2,k,a,kavarga,C1 (unvoiced unaspirate),
kāṭay,1,2,k,ā,kavarga,C1 (unvoiced unaspirate),
kṣemay,1,2,k,e,kavarga,C1 (unvoiced unaspirate),
kṣāmay,1,2,k,ā,kavarga,C1 (unvoiced unaspirate),
lāgay,1,2,l,ā,semivowel,non-varga (semivowel),
lāḍay,1,2,l,ā,semivowel,non-varga (semivowel),
maitrāy,1,2,m,ai,pavarga,C5 (nasal),
may,1,2,m,a,pavarga,C5 (nasal),
maṇṭ,1,2,m,a,pavarga,C5 (nasal),
mekṣay,1,2,m,e,pavarga,C5 (nasal),
momuh,1,2,m,o,pavarga,C5 (nasal),
mreḍ,1,2,m,e,pavarga,C5 (nasal),
mānuṣībhū,1,2,m,ā,pavarga,C5 (nasal),
māṃsīy,1,2,m,ā,pavarga,C5 (nasal),
mūrchāpay,1,2,m,ū,pavarga,C5 (nasal),
mṛch,1,2,m,ṛ,pavarga,C5 (nasal),
mṛkṣay,1,2,m,ṛ,pavarga,C5 (nasal),
mṛt,1,2,m,ṛ,pavarga,C5 (nasal),
nagarāy,1,2,n,a,tavarga,C5 (nasal),
narmay,1,2,n,a,tavarga,C5 (nasal),
nikṛ,1,2,n,i,tavarga,C5 (nasal),
nimeṣay,1,2,n,i,tavarga,C5 (nasal),
nirjigamiṣ,1,2,n,i,tavarga,C5 (nasal),
niṣku,1,2,n,i,tavarga,C5 (nasal),
niṣvar,1,2,n,i,tavarga,C5 (nasal),
nyuṣ,1,2,n,u,tavarga,C5 (nasal),
nyūṅkh,1,2,n,ū,tavarga,C5 (nasal),
nyṛj,1,2,n,ṛ,tavarga,C5 (nasal),
nīlāy,1,2,n,ī,tavarga,C5 (nasal),
panāy,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pariprāp,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃsthā,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃstu,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pattīy,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
patīy,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
phenāy,1,2,ph,e,pavarga,C2 (unvoiced aspirate),
plavāy,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
prasaṃdhā,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratigranth,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratinirdiś,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃhan,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃrudh,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃviś,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratyabhiṣic,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratyudvāday,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
pratīpay,1,2,p,a,pavarga,C1 (unvoiced unaspirate),
procchri,1,2,p,o,pavarga,C1 (unvoiced unaspirate),
prodyam,1,2,p,o,pavarga,C1 (unvoiced unaspirate),
pronnam,1,2,p,o,pavarga,C1 (unvoiced unaspirate),
protkaṇṭhay,1,2,p,o,pavarga,C1 (unvoiced unaspirate),
protkṣip,1,2,p,o,pavarga,C1 (unvoiced unaspirate),
proḍḍī,1,2,p,o,pavarga,C1 (unvoiced unaspirate),
pupukṣ,1,2,p,u,pavarga,C1 (unvoiced unaspirate),
pīḍ,1,2,p,ī,pavarga,C1 (unvoiced unaspirate),
rajay,1,2,r,a,semivowel,non-varga (semivowel),
rephāy,1,2,r,e,semivowel,non-varga (semivowel),
rips,1,2,r,i,semivowel,non-varga (semivowel),
rāhay,1,2,r,ā,semivowel,non-varga (semivowel),
sabhāgay,1,2,s,a,sibilant,non-varga (sibilant),
samabhipre,1,2,s,a,sibilant,non-varga (sibilant),
samabhiprekṣ,1,2,s,a,sibilant,non-varga (sibilant),
samabhisaṃdhā,1,2,s,a,sibilant,non-varga (sibilant),
samabhivyañj,1,2,s,a,sibilant,non-varga (sibilant),
samer,1,2,s,a,sibilant,non-varga (sibilant),
sampratīṣ,1,2,s,a,sibilant,non-varga (sibilant),
samucchvi,1,2,s,a,sibilant,non-varga (sibilant),
samudgā,1,2,s,a,sibilant,non-varga (sibilant),
samullāsay,1,2,s,a,sibilant,non-varga (sibilant),
samunmā,1,2,s,a,sibilant,non-varga (sibilant),
samunnamay,1,2,s,a,sibilant,non-varga (sibilant),
samutkvāthay,1,2,s,a,sibilant,non-varga (sibilant),
samutsāhay,1,2,s,a,sibilant,non-varga (sibilant),
samāśleṣay,1,2,s,a,sibilant,non-varga (sibilant),
saniṣṇ,1,2,s,a,sibilant,non-varga (sibilant),
saṃkṣṇu,1,2,s,a,sibilant,non-varga (sibilant),
saṃniṣpāday,1,2,s,a,sibilant,non-varga (sibilant),
saṃpradhāv,1,2,s,a,sibilant,non-varga (sibilant),
saṃprasarpay,1,2,s,a,sibilant,non-varga (sibilant),
saṃprendh,1,2,s,a,sibilant,non-varga (sibilant),
saṃprāh,1,2,s,a,sibilant,non-varga (sibilant),
saṃrej,1,2,s,a,sibilant,non-varga (sibilant),
sisīrṣ,1,2,s,i,sibilant,non-varga (sibilant),
sthirāy,1,2,s,i,sibilant,non-varga (sibilant),
sumnay,1,2,s,u,sibilant,non-varga (sibilant),
svaray,1,2,s,a,sibilant,non-varga (sibilant),
tanūkṛ,1,2,t,a,tavarga,C1 (unvoiced unaspirate),
timay,1,2,t,i,tavarga,C1 (unvoiced unaspirate),
tiray,1,2,t,i,tavarga,C1 (unvoiced unaspirate),
titarpay,1,2,t,i,tavarga,C1 (unvoiced unaspirate),
tujay,1,2,t,u,tavarga,C1 (unvoiced unaspirate),
tāv,1,2,t,ā,tavarga,C1 (unvoiced unaspirate),
ucchocay,1,2,—,u,vowel-initial,non-varga (vowel-initial),
udvadh,1,2,—,u,vowel-initial,non-varga (vowel-initial),
udvṛṣ,1,2,—,u,vowel-initial,non-varga (vowel-initial),
udṛṣ,1,2,—,u,vowel-initial,non-varga (vowel-initial),
ullāghay,1,2,—,u,vowel-initial,non-varga (vowel-initial),
ullālay,1,2,—,u,vowel-initial,non-varga (vowel-initial),
unmahay,1,2,—,u,vowel-initial,non-varga (vowel-initial),
unmeṣay,1,2,—,u,vowel-initial,non-varga (vowel-initial),
unnāday,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upadhā,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upanikṣ,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upapalyāy,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upaplāy,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃprach,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃyuj,1,2,—,u,vowel-initial,non-varga (vowel-initial),
upodi,1,2,—,u,vowel-initial,non-varga (vowel-initial),
utpradā,1,2,—,u,vowel-initial,non-varga (vowel-initial),
uñchay,1,2,—,u,vowel-initial,non-varga (vowel-initial),
vacasy,1,2,v,a,semivowel,non-varga (semivowel),
valgay,1,2,v,a,semivowel,non-varga (semivowel),
valgūy,1,2,v,a,semivowel,non-varga (semivowel),
vastray,1,2,v,a,semivowel,non-varga (semivowel),
veveṣṭ,1,2,v,e,semivowel,non-varga (semivowel),
vidhuray,1,2,v,i,semivowel,non-varga (semivowel),
vinirbhā,1,2,v,i,semivowel,non-varga (semivowel),
vinirlikh,1,2,v,i,semivowel,non-varga (semivowel),
vinirṇī,1,2,v,i,semivowel,non-varga (semivowel),
viniṣpīḍay,1,2,v,i,semivowel,non-varga (semivowel),
viprachid,1,2,v,i,semivowel,non-varga (semivowel),
visaṃmuh,1,2,v,i,semivowel,non-varga (semivowel),
visaṃvāday,1,2,v,i,semivowel,non-varga (semivowel),
viṣāy,1,2,v,i,semivowel,non-varga (semivowel),
vlag,1,2,v,a,semivowel,non-varga (semivowel),
vrīḍay,1,2,v,ī,semivowel,non-varga (semivowel),
vyavabhid,1,2,v,a,semivowel,non-varga (semivowel),
vyavaśad,1,2,v,a,semivowel,non-varga (semivowel),
vyavās,1,2,v,a,semivowel,non-varga (semivowel),
vyādhīy,1,2,v,ā,semivowel,non-varga (semivowel),
vīkṣay,1,2,v,ī,semivowel,non-varga (semivowel),
vīṅg,1,2,v,ī,semivowel,non-varga (semivowel),
yeṣ,1,2,y,e,semivowel,non-varga (semivowel),
śakalay,1,2,ś,a,sibilant,non-varga (sibilant),
śapathīy,1,2,ś,a,sibilant,non-varga (sibilant),
śaraṇīkṛ,1,2,ś,a,sibilant,non-varga (sibilant),
ślath,1,2,ś,a,sibilant,non-varga (sibilant),
ślokay,1,2,ś,o,sibilant,non-varga (sibilant),
śuj,1,2,ś,u,sibilant,non-varga (sibilant),
śāśvas,1,2,ś,ā,sibilant,non-varga (sibilant),
śītay,1,2,ś,ī,sibilant,non-varga (sibilant),
śṛṅgār,1,2,ś,ṛ,sibilant,non-varga (sibilant),
ūṣmāy,1,2,—,ū,vowel-initial,non-varga (vowel-initial),
ṇu,1,2,ṇ,u,ṭavarga,C5 (nasal),
ṛtay,1,2,—,ṛ,vowel-initial,non-varga (vowel-initial),
ṣkhan,1,2,ṣ,a,sibilant,non-varga (sibilant),
ṣkūj,1,2,ṣ,ū,sibilant,non-varga (sibilant),
ṣpātay,1,2,ṣ,ā,sibilant,non-varga (sibilant),
ṣpāyay,1,2,ṣ,ā,sibilant,non-varga (sibilant),
ṣpṛc,1,2,ṣ,ṛ,sibilant,non-varga (sibilant),
ṣvap,1,2,ṣ,a,sibilant,non-varga (sibilant),
abhavastṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhici,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhicāray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhidāhay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhihas,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhimukhay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhimīl,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhinidarśay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhinigrah,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhinirbharts,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhinirvad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhinirṇud,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiniṣkrāmay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiniṣkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiniṣpū,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiparihan,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiparihāray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiparyañj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiparyukṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhipragam,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhipratyave,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiprer,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhipreṣay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiprās,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiroṣay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃbhañj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃchad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃchāday,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃcintay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃdah,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃdarśay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃdih,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃhāray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃhṛṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃjvar,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃkalpay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃkhyā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃkruś,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃlabh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃmad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃmuh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃmṛś,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃrañj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃrudh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃsmṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃspṛś,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃsthā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃsvañj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃsīv,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃsṛj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃtras,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃvap,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃveṣṭ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃvyadh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃyat,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃyā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhisaṃśleṣay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhistanay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhivinivartay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhivinyas,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiviparihṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiviṣyanday,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhivyavān,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhiśriṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyadhikībhū,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyanumṛj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyarthīy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyatyṛj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyavagāhay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyavasnāpay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyavān,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyavās,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyudan,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyudūh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyujji,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyujjuṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyullas,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyupās,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyutsarj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyutsu,1,1,—,a,vowel-initial,non-varga (vowel-initial),
abhyutsṛp,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adbhutāy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adharay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhikhād,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhinirdham,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhinivap,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhinyas,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhipat,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhipraṇī,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhisaṃbhū,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhisaṃviś,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhisaṃyat,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhisnā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhistṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyah,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyaś,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyupadhā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyāpat,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyāyay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyṛdh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhyṛṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
adhīps,1,1,—,a,vowel-initial,non-varga (vowel-initial),
ajirāy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
ajñānay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
alasay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
alaṃkāray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
amalay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
amitrāy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
amṛtasādbhū,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anaikāntikīkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anaruṣkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
andhakāray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anniy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anubhakṣay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anuguṇībhū,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anuhuṃkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anukhan,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anulamb,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anunigad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
